province;red;green;blue;x;x
2989;200;58;78;Rioja;Rioja
2990;181;150;96;Teruel;Teruel
2991;243;21;172;Draguignan;Draguignan
2992;91;125;222;Albenga;Albenga
2993;136;48;142;Stargard;Stargard
2994;248;245;157;Greifswald;Greifswald
2995;234;228;174;Stolp;Stolp
2996;229;171;33;Wismar;Wismar
2997;34;25;232;Pomerelia;Pomerelia
2998;48;193;191;Bucaresti;Bucaresti
2999;255;90;203;Hormuz;Hormuz
3000;231;176;70;Nis;Nis
3001;232;5;5;Skopje;Skopje
3002;134;198;192;Sarajevo;Sarajevo
3003;188;110;220;Euboea;Euboea
3004;189;110;220;Unused1;Unused1
3005;190;110;220;Unused2;Unused2
3006;191;110;220;Unused3;Unused3
3007;192;110;220;Unused4;Unused4
3008;193;110;220;Unused5;Unused5
3009;194;110;220;Unused6;Unused6
3010;195;110;220;Unused7;Unused7
3011;196;110;220;Unused8;Unused8
3012;197;110;220;Unused9;Unused9
3013;199;110;220;Unused10;Unused10
3014;200;110;220;Unused11;Unused11
3015;201;110;220;Unused12;Unused12
3016;202;110;220;Unused13;Unused13
3017;203;110;220;Unused14;Unused14
3018;204;110;220;Unused15;Unused15
3019;205;110;220;Unused16;Unused16
3020;206;110;220;Unused17;Unused17
3021;207;110;220;Unused18;Unused18
3022;207;110;221;Unused19;Unused19
3023;207;110;222;Unused20;Unused20
3024;207;110;223;Unused11;Unused11
3025;207;110;224;Unused12;Unused12
3026;207;110;225;Unused13;Unused13
3027;207;110;226;Unused14;Unused14
3028;207;110;227;Unused15;Unused15
3029;207;110;228;Unused16;Unused16
3030;207;110;229;Unused17;Unused17
3031;207;110;230;Unused18;Unused18
3032;207;110;231;Unused19;Unused19
3033;207;110;232;Unused20;Unused20
3034;207;110;233;Unused21;Unused21
3035;207;110;234;Unused22;Unused22
3036;207;110;235;Unused23;Unused23
3037;207;110;236;Unused24;Unused24
3038;207;110;237;Unused25;Unused25
3039;207;110;238;Unused26;Unused26
3040;207;110;239;Unused27;Unused27
3041;207;110;240;Unused28;Unused28
3042;207;110;241;Unused29;Unused29
3043;207;110;242;Unused30;Unused30
3044;207;110;243;Unused31;Unused31
3045;207;110;244;Unused32;Unused32
3046;207;110;245;Unused33;Unused33
3047;207;110;246;Unused34;Unused34
3048;207;110;247;Unused35;Unused35
3049;207;110;248;Unused36;Unused36
3050;207;110;249;Unused37;Unused37
3051;207;110;250;Unused38;Unused38
3052;208;110;1;Unused39;Unused39
3053;207;110;2;Unused40;Unused40
3054;207;110;3;Unused41;Unused41
3055;207;110;4;Unused42;Unused42
3056;207;110;5;Unused43;Unused43
3057;207;110;6;Unused44;Unused44
3058;207;110;7;Unused45;Unused45
3059;207;110;8;Unused46;Unused46
3060;207;110;9;Unused47;Unused47
3061;207;110;10;Unused48;Unused48
3062;207;110;11;Unused49;Unused49
3063;207;110;12;Unused50;Unused50
3064;207;110;13;Unused51;Unused51
3065;207;110;14;Unused52;Unused52
3066;207;110;15;Unused53;Unused53
3067;207;110;16;Unused54;Unused54
3068;207;110;17;Unused55;Unused55
3069;207;110;18;Unused56;Unused56
3070;207;110;19;Unused57;Unused57
3071;207;110;20;Unused58;Unused58
3072;207;110;21;Unused59;Unused59
3073;207;110;22;Unused60;Unused60
3074;207;110;23;Unused61;Unused61
3075;207;110;24;Unused62;Unused62
3076;207;110;25;Unused63;Unused63
3077;207;110;26;Unused64;Unused64
3078;207;110;27;Unused65;Unused65
3079;207;110;28;Unused66;Unused66
3080;207;110;29;Unused67;Unused67
3081;207;110;30;Unused68;Unused68
3082;207;110;31;Unused69;Unused69
3083;207;110;32;Unused70;Unused70
3084;207;110;33;Unused71;Unused71
3085;207;110;34;Unused72;Unused72
3086;207;110;35;Unused73;Unused73
3087;207;110;36;Unused74;Unused74
3088;207;110;37;Unused75;Unused75
3089;207;110;38;Unused76;Unused76
3090;207;110;39;Unused77;Unused77
3091;207;110;40;Unused78;Unused78
3092;207;110;41;Unused79;Unused79
3093;207;110;42;Unused80;Unused80
3094;207;110;43;Unused81;Unused81
3095;207;110;44;Unused82;Unused82
3096;207;110;45;Unused83;Unused83
3097;207;110;46;Unused84;Unused84
3098;207;110;47;Unused85;Unused85
3099;207;110;48;Unused86;Unused86
3100;207;110;49;Unused87;Unused87
3101;207;110;50;Unused88;Unused88
3102;207;110;51;Unused89;Unused89
3103;207;110;52;Unused90;Unused90
3104;207;110;53;Unused91;Unused91
3105;207;110;54;Unused92;Unused92
3106;207;110;55;Unused93;Unused93
3107;207;110;56;Unused94;Unused94
3108;207;110;57;Unused95;Unused95
3109;207;110;58;Unused96;Unused96
3110;207;110;59;Unused97;Unused97
3111;207;110;60;Unused98;Unused98
3112;207;110;61;Unused99;Unused99
3113;207;110;62;Unused100;Unused100
3114;207;110;63;Unused101;Unused101
3115;207;110;64;Unused102;Unused102
3116;207;110;65;Unused103;Unused103
3117;207;110;66;Unused104;Unused104
3118;207;110;67;Unused105;Unused105
3119;207;110;68;Unused106;Unused106
3120;207;110;69;Unused107;Unused107
3121;207;110;70;Unused108;Unused108
3122;207;110;71;Unused109;Unused109
3123;207;110;72;Unused110;Unused110
3124;207;110;73;Unused111;Unused111
3125;207;110;74;Unused112;Unused112
3126;207;110;75;Unused113;Unused113
3127;207;110;76;Unused114;Unused114
3128;207;110;77;Unused115;Unused115
3129;207;110;78;Unused116;Unused116
3130;207;110;79;Unused117;Unused117
3131;207;110;80;Unused118;Unused118
3132;207;110;81;Unused119;Unused119
3133;207;110;82;Unused120;Unused120
3134;207;110;83;Unused121;Unused121
3135;207;110;84;Unused122;Unused122
3136;207;110;85;Unused123;Unused123
3137;207;110;86;Unused124;Unused124
3138;207;110;87;Unused125;Unused125
3139;207;110;88;Unused126;Unused126
3140;207;110;89;Unused127;Unused127
3141;207;110;90;Unused128;Unused128
3142;207;110;91;Unused129;Unused129
3143;207;110;92;Unused130;Unused130
3144;207;110;93;Unused131;Unused131
3145;207;110;94;Unused132;Unused132
3146;207;110;95;Unused133;Unused133
3147;207;110;96;Unused134;Unused134
3148;207;110;97;Unused135;Unused135
3149;207;110;98;Unused136;Unused136
3150;207;110;99;Unused137;Unused137
3151;207;110;100;Unused138;Unused138
3152;207;110;101;Unused139;Unused139
3153;207;110;102;Unused140;Unused140
3154;207;110;103;Unused141;Unused141
3155;207;110;104;Unused142;Unused142
3156;207;110;105;Unused143;Unused143
3157;207;110;106;Unused144;Unused144
3158;207;110;107;Unused145;Unused145
3159;207;110;108;Unused146;Unused146
3160;207;110;109;Unused147;Unused147
3161;207;110;110;Unused148;Unused148
3162;207;110;111;Unused149;Unused149
3163;207;110;112;Unused150;Unused150
3164;207;110;113;Unused151;Unused151
3165;207;110;114;Unused152;Unused152
3166;207;110;115;Unused153;Unused153
3167;207;110;116;Unused154;Unused154
3168;207;110;117;Unused155;Unused155
3169;207;110;118;Unused156;Unused156
3170;207;110;119;Unused157;Unused157
3171;207;110;120;Unused158;Unused158
3172;207;110;121;Unused159;Unused159
3173;207;110;122;Unused160;Unused160
3174;207;110;123;Unused161;Unused161
3175;207;110;124;Unused162;Unused162
3176;207;110;125;Unused163;Unused163
3177;207;110;126;Unused164;Unused164
3178;207;110;127;Unused165;Unused165
3179;207;110;128;Unused166;Unused166
3180;207;110;129;Unused167;Unused167
3181;207;140;130;Unused168;Unused168
3182;207;140;131;Unused169;Unused169
3183;207;140;132;Unused170;Unused170
3184;207;140;133;Unused171;Unused171
3185;207;140;134;Unused172;Unused172
3186;207;140;135;Unused173;Unused173
3187;207;140;136;Unused174;Unused174
3188;207;140;137;Unused175;Unused175
3189;207;140;138;Unused176;Unused176
3190;219;32;0;UnusedLand0;UnusedLand0
3191;219;32;1;UnusedLand1;UnusedLand1
3192;219;32;2;UnusedLand2;UnusedLand2
3193;219;32;3;UnusedLand3;UnusedLand3
3194;219;32;4;UnusedLand4;UnusedLand4
3195;219;32;5;UnusedLand5;UnusedLand5
3196;219;32;6;UnusedLand6;UnusedLand6
3197;219;32;7;UnusedLand7;UnusedLand7
3198;219;32;8;UnusedLand8;UnusedLand8
3199;219;32;9;UnusedLand9;UnusedLand9
3200;219;32;10;UnusedLand10;UnusedLand10
3201;219;32;11;UnusedLand11;UnusedLand11
3202;219;32;12;UnusedLand12;UnusedLand12
3203;219;32;13;UnusedLand13;UnusedLand13
3204;219;32;14;UnusedLand14;UnusedLand14
3205;219;32;15;UnusedLand15;UnusedLand15
3206;219;32;16;UnusedLand16;UnusedLand16
3207;219;32;17;UnusedLand17;UnusedLand17
3208;219;32;18;UnusedLand18;UnusedLand18
3209;219;32;19;UnusedLand19;UnusedLand19
3210;219;32;20;UnusedLand20;UnusedLand20
3211;219;32;21;UnusedLand21;UnusedLand21
3212;219;32;22;UnusedLand22;UnusedLand22
3213;219;32;23;UnusedLand23;UnusedLand23
3214;219;32;24;UnusedLand24;UnusedLand24
3215;219;32;25;UnusedLand25;UnusedLand25
3216;219;32;26;UnusedLand26;UnusedLand26
3217;219;32;27;UnusedLand27;UnusedLand27
3218;219;32;28;UnusedLand28;UnusedLand28
3219;219;32;29;UnusedLand29;UnusedLand29
3220;219;32;30;UnusedLand30;UnusedLand30
3221;219;32;31;UnusedLand31;UnusedLand31
3222;219;32;32;UnusedLand32;UnusedLand32
3223;219;32;33;UnusedLand33;UnusedLand33
3224;219;32;34;UnusedLand34;UnusedLand34
3225;219;32;35;UnusedLand35;UnusedLand35
3226;219;32;36;UnusedLand36;UnusedLand36
3227;219;32;37;UnusedLand37;UnusedLand37
3228;219;32;38;UnusedLand38;UnusedLand38
3229;219;32;39;UnusedLand39;UnusedLand39
3230;219;32;40;UnusedLand40;UnusedLand40
3231;219;32;41;UnusedLand41;UnusedLand41
3232;219;32;42;UnusedLand42;UnusedLand42
3233;219;32;43;UnusedLand43;UnusedLand43
3234;219;32;44;UnusedLand44;UnusedLand44
3235;219;32;45;UnusedLand45;UnusedLand45
3236;219;32;46;UnusedLand46;UnusedLand46
3237;219;32;47;UnusedLand47;UnusedLand47
3238;219;32;48;UnusedLand48;UnusedLand48
3239;219;32;49;UnusedLand49;UnusedLand49
3240;219;32;50;UnusedLand50;UnusedLand50
3241;219;32;51;UnusedLand51;UnusedLand51
3242;219;32;52;UnusedLand52;UnusedLand52
3243;219;32;53;UnusedLand53;UnusedLand53
3244;219;32;54;UnusedLand54;UnusedLand54
3245;219;32;55;UnusedLand55;UnusedLand55
3246;219;32;56;UnusedLand56;UnusedLand56
3247;219;32;57;UnusedLand57;UnusedLand57
3248;219;32;58;UnusedLand58;UnusedLand58
3249;219;32;59;UnusedLand59;UnusedLand59
3250;219;32;60;UnusedLand60;UnusedLand60
3251;219;32;61;UnusedLand61;UnusedLand61
3252;219;32;62;UnusedLand62;UnusedLand62
3253;219;32;63;UnusedLand63;UnusedLand63
3254;219;32;64;UnusedLand64;UnusedLand64
3255;219;32;65;UnusedLand65;UnusedLand65
3256;219;32;66;UnusedLand66;UnusedLand66
3257;219;32;67;UnusedLand67;UnusedLand67
3258;219;32;68;UnusedLand68;UnusedLand68
3259;219;32;69;UnusedLand69;UnusedLand69
3260;219;32;70;UnusedLand70;UnusedLand70
3261;219;32;71;UnusedLand71;UnusedLand71
3262;219;32;72;UnusedLand72;UnusedLand72
3263;219;32;73;UnusedLand73;UnusedLand73
3264;219;32;74;UnusedLand74;UnusedLand74
3265;219;32;75;UnusedLand75;UnusedLand75
3266;219;32;76;UnusedLand76;UnusedLand76
3267;219;32;77;UnusedLand77;UnusedLand77
3268;219;32;78;UnusedLand78;UnusedLand78
3269;219;32;79;UnusedLand79;UnusedLand79
3270;219;32;80;UnusedLand80;UnusedLand80
3271;219;32;81;UnusedLand81;UnusedLand81
3272;219;32;82;UnusedLand82;UnusedLand82
3273;219;32;83;UnusedLand83;UnusedLand83
3274;219;32;84;UnusedLand84;UnusedLand84
3275;219;32;85;UnusedLand85;UnusedLand85
3276;219;32;86;UnusedLand86;UnusedLand86
3277;219;32;87;UnusedLand87;UnusedLand87
3278;219;32;88;UnusedLand88;UnusedLand88
3279;219;32;89;UnusedLand89;UnusedLand89
3280;219;32;90;UnusedLand90;UnusedLand90
3281;219;32;91;UnusedLand91;UnusedLand91
3282;219;32;92;UnusedLand92;UnusedLand92
3283;219;32;93;UnusedLand93;UnusedLand93
3284;219;32;94;UnusedLand94;UnusedLand94
3285;219;32;95;UnusedLand95;UnusedLand95
3286;219;32;96;UnusedLand96;UnusedLand96
3287;219;32;97;UnusedLand97;UnusedLand97
3288;219;32;98;UnusedLand98;UnusedLand98
3289;219;32;99;UnusedLand99;UnusedLand99
3290;219;32;100;UnusedLand100;UnusedLand100
3291;219;32;101;UnusedLand101;UnusedLand101
3292;219;32;102;UnusedLand102;UnusedLand102
3293;219;32;103;UnusedLand103;UnusedLand103
3294;219;32;104;UnusedLand104;UnusedLand104
3295;219;32;105;UnusedLand105;UnusedLand105
3296;219;32;106;UnusedLand106;UnusedLand106
3297;219;32;107;UnusedLand107;UnusedLand107
3298;219;32;108;UnusedLand108;UnusedLand108
3299;219;32;109;UnusedLand109;UnusedLand109
3300;219;32;110;UnusedLand110;UnusedLand110
3301;219;32;111;UnusedLand111;UnusedLand111
3302;219;32;112;UnusedLand112;UnusedLand112
3303;219;32;113;UnusedLand113;UnusedLand113
3304;219;32;114;UnusedLand114;UnusedLand114
3305;219;32;115;UnusedLand115;UnusedLand115
3306;219;32;116;UnusedLand116;UnusedLand116
3307;219;32;117;UnusedLand117;UnusedLand117
3308;219;32;118;UnusedLand118;UnusedLand118
3309;219;32;119;UnusedLand119;UnusedLand119
3310;219;32;120;UnusedLand120;UnusedLand120
3311;219;32;121;UnusedLand121;UnusedLand121
3312;219;32;122;UnusedLand122;UnusedLand122
3313;219;32;123;UnusedLand123;UnusedLand123
3314;219;32;124;UnusedLand124;UnusedLand124
3315;219;32;125;UnusedLand125;UnusedLand125
3316;219;32;126;UnusedLand126;UnusedLand126
3317;219;32;127;UnusedLand127;UnusedLand127
3318;219;32;128;UnusedLand128;UnusedLand128
3319;219;32;129;UnusedLand129;UnusedLand129
3320;219;32;130;UnusedLand130;UnusedLand130
3321;219;32;131;UnusedLand131;UnusedLand131
3322;219;32;132;UnusedLand132;UnusedLand132
3323;219;32;133;UnusedLand133;UnusedLand133
3324;219;32;134;UnusedLand134;UnusedLand134
3325;219;32;135;UnusedLand135;UnusedLand135
3326;219;32;136;UnusedLand136;UnusedLand136
3327;219;32;137;UnusedLand137;UnusedLand137
3328;219;32;138;UnusedLand138;UnusedLand138
3329;219;32;139;UnusedLand139;UnusedLand139
3330;219;32;140;UnusedLand140;UnusedLand140
3331;219;32;141;UnusedLand141;UnusedLand141
3332;219;32;142;UnusedLand142;UnusedLand142
3333;219;32;143;UnusedLand143;UnusedLand143
3334;219;32;144;UnusedLand144;UnusedLand144
3335;219;32;145;UnusedLand145;UnusedLand145
3336;219;32;146;UnusedLand146;UnusedLand146
3337;219;32;147;UnusedLand147;UnusedLand147
3338;219;32;148;UnusedLand148;UnusedLand148
3339;219;32;149;UnusedLand149;UnusedLand149
3340;219;32;150;UnusedLand150;UnusedLand150
3341;219;32;151;UnusedLand151;UnusedLand151
3342;219;32;152;UnusedLand152;UnusedLand152
3343;219;32;153;UnusedLand153;UnusedLand153
3344;219;32;154;UnusedLand154;UnusedLand154
3345;219;32;155;UnusedLand155;UnusedLand155
3346;219;32;156;UnusedLand156;UnusedLand156
3347;219;32;157;UnusedLand157;UnusedLand157
3348;219;32;158;UnusedLand158;UnusedLand158
3349;219;32;159;UnusedLand159;UnusedLand159
3350;219;32;160;UnusedLand160;UnusedLand160
3351;219;32;161;UnusedLand161;UnusedLand161
3352;219;32;162;UnusedLand162;UnusedLand162
3353;219;32;163;UnusedLand163;UnusedLand163
3354;219;32;164;UnusedLand164;UnusedLand164
3355;219;32;165;UnusedLand165;UnusedLand165
3356;219;32;166;UnusedLand166;UnusedLand166
3357;219;32;167;UnusedLand167;UnusedLand167
3358;219;32;168;UnusedLand168;UnusedLand168
3359;219;32;169;UnusedLand169;UnusedLand169
3360;219;32;170;UnusedLand170;UnusedLand170
3361;219;32;171;UnusedLand171;UnusedLand171
3362;219;32;172;UnusedLand172;UnusedLand172
3363;219;32;173;UnusedLand173;UnusedLand173
3364;219;32;174;UnusedLand174;UnusedLand174
3365;219;32;175;UnusedLand175;UnusedLand175
3366;219;32;176;UnusedLand176;UnusedLand176
3367;219;32;177;UnusedLand177;UnusedLand177
3368;219;32;178;UnusedLand178;UnusedLand178
3369;219;32;179;UnusedLand179;UnusedLand179
3370;219;32;180;UnusedLand180;UnusedLand180
3371;219;32;181;UnusedLand181;UnusedLand181
3372;219;32;182;UnusedLand182;UnusedLand182
3373;219;32;183;UnusedLand183;UnusedLand183
3374;219;32;184;UnusedLand184;UnusedLand184
3375;219;32;185;UnusedLand185;UnusedLand185
3376;219;32;186;UnusedLand186;UnusedLand186
3377;219;32;187;UnusedLand187;UnusedLand187
3378;219;32;188;UnusedLand188;UnusedLand188
3379;219;32;189;UnusedLand189;UnusedLand189
3380;219;32;190;UnusedLand190;UnusedLand190
3381;219;32;191;UnusedLand191;UnusedLand191
3382;219;32;192;UnusedLand192;UnusedLand192
3383;219;32;193;UnusedLand193;UnusedLand193
3384;219;32;194;UnusedLand194;UnusedLand194
3385;219;32;195;UnusedLand195;UnusedLand195
3386;219;32;196;UnusedLand196;UnusedLand196
3387;219;32;197;UnusedLand197;UnusedLand197
3388;219;32;198;UnusedLand198;UnusedLand198
3389;219;32;199;UnusedLand199;UnusedLand199
3390;219;32;200;UnusedLand200;UnusedLand200
3391;219;32;201;UnusedLand201;UnusedLand201
3392;219;32;202;UnusedLand202;UnusedLand202
3393;219;32;203;UnusedLand203;UnusedLand203
3394;219;32;204;UnusedLand204;UnusedLand204
3395;219;32;205;UnusedLand205;UnusedLand205
3396;219;32;206;UnusedLand206;UnusedLand206
3397;219;32;207;UnusedLand207;UnusedLand207
3398;219;32;208;UnusedLand208;UnusedLand208
3399;219;32;209;UnusedLand209;UnusedLand209
3400;219;32;210;UnusedLand210;UnusedLand210
3401;219;32;211;UnusedLand211;UnusedLand211
3402;219;32;212;UnusedLand212;UnusedLand212
3403;219;32;213;UnusedLand213;UnusedLand213
3404;219;32;214;UnusedLand214;UnusedLand214
3405;219;32;215;UnusedLand215;UnusedLand215
3406;219;32;216;UnusedLand216;UnusedLand216
3407;219;32;217;UnusedLand217;UnusedLand217
3408;219;32;218;UnusedLand218;UnusedLand218
3409;219;32;219;UnusedLand219;UnusedLand219
3410;219;32;220;UnusedLand220;UnusedLand220
3411;219;32;221;UnusedLand221;UnusedLand221
3412;219;32;222;UnusedLand222;UnusedLand222
3413;219;32;223;UnusedLand223;UnusedLand223
3414;219;32;224;UnusedLand224;UnusedLand224
3415;219;32;225;UnusedLand225;UnusedLand225
3416;219;32;226;UnusedLand226;UnusedLand226
3417;219;32;227;UnusedLand227;UnusedLand227
3418;219;32;228;UnusedLand228;UnusedLand228
3419;219;32;229;UnusedLand229;UnusedLand229
3420;219;23;120;RNW;RNW
3421;219;23;121;RNW;RNW
3422;219;23;122;RNW;RNW
3423;219;23;123;RNW;RNW
3424;219;23;124;RNW;RNW
3425;219;23;125;RNW;RNW
3426;219;23;126;RNW;RNW
3427;219;23;127;RNW;RNW
3428;219;23;128;RNW;RNW
3429;219;23;129;RNW;RNW
3430;219;23;130;RNW;RNW
3431;219;23;131;RNW;RNW
3432;219;23;132;RNW;RNW
3433;219;23;133;RNW;RNW
3434;219;23;134;RNW;RNW
3435;219;23;135;RNW;RNW
3436;219;23;136;RNW;RNW
3437;219;23;137;RNW;RNW
3438;219;23;138;RNW;RNW
3439;219;23;139;RNW;RNW
3440;219;23;140;RNW;RNW
3441;219;23;141;RNW;RNW
3442;219;23;142;RNW;RNW
3443;219;23;143;RNW;RNW
3444;219;23;144;RNW;RNW
3445;219;23;145;RNW;RNW
3446;219;23;146;RNW;RNW
3447;219;23;147;RNW;RNW
3448;219;23;148;RNW;RNW
3449;219;23;149;RNW;RNW
3450;219;23;150;RNW;RNW
3451;219;23;151;RNW;RNW
3452;219;23;152;RNW;RNW
3453;219;23;153;RNW;RNW
3454;219;23;154;RNW;RNW
3455;219;23;155;RNW;RNW
3456;219;23;156;RNW;RNW
3457;219;23;157;RNW;RNW
3458;219;23;158;RNW;RNW
3459;219;23;159;RNW;RNW
3460;219;23;160;RNW;RNW
3461;219;23;161;RNW;RNW
3462;219;23;162;RNW;RNW
3463;219;23;163;RNW;RNW
3464;219;23;164;RNW;RNW
3465;219;23;165;RNW;RNW
3466;219;23;166;RNW;RNW
3467;219;23;167;RNW;RNW
3468;219;23;168;RNW;RNW
3469;219;23;169;RNW;RNW
3470;219;23;170;RNW;RNW
3471;219;23;171;RNW;RNW
3472;219;23;172;RNW;RNW
3473;219;23;173;RNW;RNW
3474;219;23;174;RNW;RNW
3475;219;23;175;RNW;RNW
3476;219;23;176;RNW;RNW
3477;219;23;177;RNW;RNW
3478;219;23;178;RNW;RNW
3479;219;23;179;RNW;RNW
3480;219;23;180;RNW;RNW
3481;219;23;181;RNW;RNW
3482;219;23;182;RNW;RNW
3483;219;23;183;RNW;RNW
3484;219;23;184;RNW;RNW
3485;219;23;185;RNW;RNW
3486;219;23;186;RNW;RNW
3487;219;23;187;RNW;RNW
3488;219;23;188;RNW;RNW
3489;219;23;189;RNW;RNW
3490;219;23;190;RNW;RNW
3491;219;23;191;RNW;RNW
3492;219;23;192;RNW;RNW
3493;219;23;193;RNW;RNW
3494;219;23;194;RNW;RNW
3495;219;23;195;RNW;RNW
3496;219;23;196;RNW;RNW
3497;219;23;197;RNW;RNW
3498;219;23;198;RNW;RNW
3499;219;23;199;RNW;RNW
3500;219;23;200;RNW;RNW
3501;219;23;201;RNW;RNW
3502;219;23;202;RNW;RNW
3503;219;23;203;RNW;RNW
3504;219;23;204;RNW;RNW
3505;219;23;205;RNW;RNW
3506;219;23;206;RNW;RNW
3507;219;23;207;RNW;RNW
3508;219;23;208;RNW;RNW
3509;219;24;209;RNW;RNW
3510;219;24;210;RNW;RNW
3511;219;24;211;RNW;RNW
3512;219;24;212;RNW;RNW
3513;219;24;213;RNW;RNW
3514;219;24;214;RNW;RNW
3515;219;24;215;RNW;RNW
3516;219;24;216;RNW;RNW
3517;219;24;217;RNW;RNW
3518;219;24;218;RNW;RNW
3519;219;24;219;RNW;RNW
3520;219;24;220;RNW;RNW
3521;219;24;221;RNW;RNW
3522;219;24;222;RNW;RNW
3523;219;24;223;RNW;RNW
3524;219;24;224;RNW;RNW
3525;219;24;225;RNW;RNW
3526;219;24;226;RNW;RNW
3527;219;24;227;RNW;RNW
3528;219;24;228;RNW;RNW
3529;219;24;229;RNW;RNW
3530;219;24;230;RNW;RNW
3531;219;24;231;RNW;RNW
3532;219;24;232;RNW;RNW
3533;219;24;233;RNW;RNW
3534;219;24;234;RNW;RNW
3535;219;24;235;RNW;RNW
3536;219;24;236;RNW;RNW
3537;219;24;237;RNW;RNW
3538;219;24;238;RNW;RNW
3539;219;24;239;RNW;RNW
3540;219;24;240;RNW;RNW
3541;219;24;241;RNW;RNW
3542;219;24;242;RNW;RNW
3543;219;24;243;RNW;RNW
3544;219;24;244;RNW;RNW
3545;219;24;245;RNW;RNW
3546;219;24;246;RNW;RNW
3547;219;24;247;RNW;RNW
3548;219;24;248;RNW;RNW
3549;219;24;249;RNW;RNW
3550;219;24;150;RNW;RNW
3551;225;25;151;RNW;RNW
3552;225;25;152;RNW;RNW
3553;225;25;153;RNW;RNW
3554;225;25;154;RNW;RNW
3555;225;25;155;RNW;RNW
3556;225;25;156;RNW;RNW
3557;225;25;157;RNW;RNW
3558;225;25;158;RNW;RNW
3559;225;25;159;RNW;RNW
3560;225;25;160;RNW;RNW
3561;225;25;161;RNW;RNW
3562;225;25;162;RNW;RNW
3563;225;25;163;RNW;RNW
3564;225;25;164;RNW;RNW
3565;225;25;165;RNW;RNW
3566;225;25;166;RNW;RNW
3567;225;25;167;RNW;RNW
3568;225;25;168;RNW;RNW
3569;225;25;169;RNW;RNW
3570;225;25;170;RNW;RNW
3571;225;25;171;RNW;RNW
3572;225;25;172;RNW;RNW
3573;225;25;173;RNW;RNW
3574;225;25;174;RNW;RNW
3575;225;25;175;RNW;RNW
3576;225;25;176;RNW;RNW
3577;225;25;177;RNW;RNW
3578;225;25;178;RNW;RNW
3579;225;25;179;RNW;RNW
3580;225;25;180;RNW;RNW
3581;225;25;181;RNW;RNW
3582;225;25;182;RNW;RNW
3583;225;25;183;RNW;RNW
3584;225;25;184;RNW;RNW
3585;225;25;185;RNW;RNW
3586;225;25;186;RNW;RNW
3587;225;25;187;RNW;RNW
3588;225;25;188;RNW;RNW
3589;225;25;189;RNW;RNW
3590;225;25;190;RNW;RNW
3591;225;25;191;RNW;RNW
3592;225;25;192;RNW;RNW
3593;225;25;193;RNW;RNW
3594;225;25;194;RNW;RNW
3595;225;25;195;RNW;RNW
3596;225;25;196;RNW;RNW
3597;225;25;197;RNW;RNW
3598;225;25;198;RNW;RNW
3599;225;25;199;RNW;RNW
3600;225;25;200;RNW;RNW
3601;225;25;201;RNW;RNW
3602;225;25;202;RNW;RNW
3603;225;25;203;RNW;RNW
3604;225;25;204;RNW;RNW
3605;225;25;205;RNW;RNW
3606;225;25;206;RNW;RNW
3607;225;25;207;RNW;RNW
3608;225;25;208;RNW;RNW
3609;225;25;209;RNW;RNW
3610;225;25;200;RNW;RNW
3611;225;25;201;RNW;RNW
3612;225;25;202;RNW;RNW
3613;225;25;203;RNW;RNW
3614;225;25;204;RNW;RNW
3615;225;25;205;RNW;RNW
3616;225;25;206;RNW;RNW
3617;225;25;207;RNW;RNW
3618;225;25;208;RNW;RNW
3619;225;25;209;RNW;RNW
3620;100;10;120;RNW;RNW
3621;100;10;121;RNW;RNW
3622;100;10;122;RNW;RNW
3623;100;10;123;RNW;RNW
3624;100;10;124;RNW;RNW
3625;100;10;125;RNW;RNW
3626;100;10;126;RNW;RNW
3627;100;10;127;RNW;RNW
3628;100;10;128;RNW;RNW
3629;100;10;129;RNW;RNW
3630;100;10;130;RNW;RNW
3631;100;10;131;RNW;RNW
3632;100;10;132;RNW;RNW
3633;100;10;133;RNW;RNW
3634;100;10;134;RNW;RNW
3635;100;10;135;RNW;RNW
3636;100;10;136;RNW;RNW
3637;100;10;137;RNW;RNW
3638;100;10;138;RNW;RNW
3639;100;10;139;RNW;RNW
3640;100;10;140;RNW;RNW
3641;100;10;141;RNW;RNW
3642;100;10;142;RNW;RNW
3643;100;10;143;RNW;RNW
3644;100;10;144;RNW;RNW
3645;100;10;145;RNW;RNW
3646;100;10;146;RNW;RNW
3647;100;10;147;RNW;RNW
3648;100;10;148;RNW;RNW
3649;100;10;149;RNW;RNW
3650;100;10;150;RNW;RNW
3651;100;10;151;RNW;RNW
3652;100;10;152;RNW;RNW
3653;100;10;153;RNW;RNW
3654;100;10;154;RNW;RNW
3655;100;10;155;RNW;RNW
3656;100;10;156;RNW;RNW
3657;100;10;157;RNW;RNW
3658;100;10;158;RNW;RNW
3659;100;10;159;RNW;RNW
3660;100;10;160;RNW;RNW
3661;100;10;161;RNW;RNW
3662;100;10;162;RNW;RNW
3663;100;10;163;RNW;RNW
3664;100;10;164;RNW;RNW
3665;100;10;165;RNW;RNW
3666;100;10;166;RNW;RNW
3667;100;10;167;RNW;RNW
3668;100;10;168;RNW;RNW
3669;100;10;169;RNW;RNW
3670;100;10;170;RNW;RNW
3671;100;10;171;RNW;RNW
3672;100;10;172;RNW;RNW
3673;100;10;173;RNW;RNW
3674;100;10;174;RNW;RNW
3675;100;10;175;RNW;RNW
3676;100;10;176;RNW;RNW
3677;100;10;177;RNW;RNW
